unique_key,descriptor,incident_zip,created_date,city,:@computed_region_sbqj_enih,cross_street_2,:@computed_region_efsh_h5xi,park_facility_name,:@computed_region_92fq_4b7q,intersection_street_1,landmark,agency_name,latitude,x_coordinate_state_plane,:@computed_region_yeji_bk3q,incident_address,location_type,cross_street_1,community_board,agency,park_borough,borough,street_name,complaint_type,longitude,:@computed_region_f5dn_yrer,status,y_coordinate_state_plane,intersection_street_2,bridge_highway_name,bridge_highway_segment,resolution_action_updated_date,closed_date,address_type,bridge_highway_direction,taxi_pick_up_location,facility_type,road_ramp,due_date
51277344,Loud Music/Party,10032,2021-07-22T01:42:12.000,NEW YORK,21,FT WASHINGTON AVENUE,13090,Unspecified,39,BROADWAY,WEST  172 STREET,New York City Police Department,40.84420284661012,1000943,4,642 WEST  172 STREET,Street/Sidewalk,BROADWAY,12 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,WEST  172 STREET,Noise - Street/Sidewalk,-73.93966698965016,47,In Progress,246849,FT WASHINGTON AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281228,Loud Music/Party,10466,2021-07-22T01:41:39.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287241,No Access,10002,2021-07-22T01:41:30.000,N/A,4,WATER STREET,11723,Unspecified,50,JACKSON STREET,N/A,New York City Police Department,40.71153372202357,989623,4,JACKSON STREET,Street/Sidewalk,JACKSON STREET,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,JACKSON STREET,Blocked Driveway,-73.98061918024,70,In Progress,198508,WATER STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51278169,Banging/Pounding,11210,2021-07-22T01:40:53.000,BROOKLYN,40,FOSTER AVENUE,17217,Unspecified,26,NEWKIRK AVENUE,NEW YORK AVENUE,New York City Police Department,40.63955443463101,999385,2,1370 NEW YORK AVENUE,Residential Building/House,NEWKIRK AVENUE,17 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,NEW YORK AVENUE,Noise - Residential,-73.9454657895858,61,In Progress,172288,FOSTER AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277886,No Access,10472,2021-07-22T01:40:44.000,BRONX,26,EAST  172 STREET,11610,Unspecified,31,PELHAM LINE,WARD AVENUE,New York City Police Department,40.82959014189418,1018148,5,1225 WARD AVENUE,Street/Sidewalk,PELHAM LINE,09 BRONX,NYPD,BRONX,BRONX,WARD AVENUE,Blocked Driveway,-73.87751034968363,58,In Progress,241543,EAST  172 STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51285525,Loud Music/Party,10466,2021-07-22T01:40:35.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277180,Commercial Overnight Parking,11379,2021-07-22T01:40:20.000,MIDDLE VILLAGE,62,JUNIPER BOULEVARD NORTH,15309,Unspecified,34,LUTHERAN AVENUE,75 STREET,New York City Police Department,40.72182233332333,1016290,3,61-20 75 STREET,Street/Sidewalk,LUTHERAN AVENUE,05 QUEENS,NYPD,QUEENS,QUEENS,75 STREET,Illegal Parking,-73.8844114083719,54,In Progress,202277,JUNIPER BOULEVARD NORTH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51276679,No Access,11385,2021-07-22T01:40:14.000,RIDGEWOOD,62,COOPER AVENUE,15310,Unspecified,34,CENTRAL AVENUE,72 STREET,New York City Police Department,40.704341006361155,1017760,3,71-29 72 STREET,Street/Sidewalk,CENTRAL AVENUE,05 QUEENS,NYPD,QUEENS,QUEENS,72 STREET,Blocked Driveway,-73.87913988505727,54,In Progress,195910,COOPER AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277186,Loud Talking,10009,2021-07-22T01:39:41.000,NEW YORK,5,AVENUE B,11729,Unspecified,50,AVENUE A,EAST   10 STREET,New York City Police Department,40.727099222088775,989672,4,339 EAST   10 STREET,Street/Sidewalk,AVENUE A,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,EAST   10 STREET,Noise - Street/Sidewalk,-73.9804378653633,70,Closed,204179,AVENUE B,N/A,N/A,2021-07-22T02:02:58.000,2021-07-22T02:03:00.000,N/A,N/A,N/A,N/A,N/A,N/A
51284533,Loud Music/Party,10466,2021-07-22T01:39:31.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287585,Loud Talking,11385,2021-07-22T01:39:27.000,RIDGEWOOD,62,WOODBINE STREET,15310,Unspecified,30,MYRTLE AVENUE LINE,SENECA AVENUE,New York City Police Department,40.70262702593664,1009926,3,718 SENECA AVENUE,Residential Building/House,MYRTLE AVENUE LINE,05 QUEENS,NYPD,QUEENS,QUEENS,SENECA AVENUE,Noise - Residential,-73.90739707190919,54,In Progress,195276,WOODBINE STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51281429,Loud Music/Party,10473,2021-07-22T01:39:21.000,BRONX,26,RANDALL AVENUE,11611,Unspecified,31,SOUNDVIEW PARK PATH,ROSEDALE AVENUE,New York City Police Department,40.81634737885234,1021439,5,541 ROSEDALE AVENUE,Street/Sidewalk,SOUNDVIEW PARK PATH,09 BRONX,NYPD,BRONX,BRONX,ROSEDALE AVENUE,Noise - Street/Sidewalk,-73.8656451277913,58,In Progress,236723,RANDALL AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282497,Loud Music/Party,10466,2021-07-22T01:38:26.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277097,Loud Music/Party,10467,2021-07-22T01:38:15.000,N/A,34,HULL AVENUE,11605,Unspecified,40,EAST  209 STREET,N/A,New York City Police Department,40.876787545694036,1018971,5,EAST  209 STREET,Street/Sidewalk,EAST  209 STREET,07 BRONX,NYPD,BRONX,BRONX,EAST  209 STREET,Noise - Street/Sidewalk,-73.8744473957362,24,Closed,258740,HULL AVENUE,N/A,N/A,2021-07-22T01:59:42.000,2021-07-22T02:01:26.000,N/A,N/A,N/A,N/A,N/A,N/A
51278170,Banging/Pounding,10455,2021-07-22T01:37:48.000,BRONX,23,3 AVENUE,10933,Unspecified,43,MELROSE AVENUE,EAST  152 STREET,New York City Police Department,40.81804472703124,1007466,5,432 EAST  152 STREET,Residential Building/House,MELROSE AVENUE,01 BRONX,NYPD,BRONX,BRONX,EAST  152 STREET,Noise - Residential,-73.91612408177417,49,In Progress,237324,3 AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287685,Loud Music/Party,10017,2021-07-22T01:37:45.000,N/A,10,LEXINGTON AVENUE,12079,Unspecified,51,EAST   46 STREET,N/A,New York City Police Department,40.753993810528534,991401,4,EAST   46 STREET,Street/Sidewalk,EAST   46 STREET,05 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,EAST   46 STREET,Noise - Street/Sidewalk,-73.97418935732308,11,Closed,213978,LEXINGTON AVENUE,N/A,N/A,2021-07-22T02:01:19.000,2021-07-22T02:01:21.000,N/A,N/A,N/A,N/A,N/A,N/A
51286168,Loud Music/Party,10466,2021-07-22T01:37:22.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51283818,Loud Music/Party,11216,2021-07-22T01:37:03.000,BROOKLYN,51,TOMPKINS AVENUE,17618,Unspecified,49,MARCY AVENUE,MAC DONOUGH STREET,New York City Police Department,40.68083032843936,999440,2,24 MAC DONOUGH STREET,Residential Building/House,MARCY AVENUE,03 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,MAC DONOUGH STREET,Noise - Residential,-73.94523373787854,69,Closed,187326,TOMPKINS AVENUE,N/A,N/A,2021-07-22T02:02:28.000,2021-07-22T02:02:30.000,N/A,N/A,N/A,N/A,N/A,N/A
51284993,Loud Music/Party,10009,2021-07-22T01:36:39.000,NEW YORK,5,ST MARKS PLACE,11724,Unspecified,50,EAST    7 STREET,1 AVENUE,New York City Police Department,40.72731131522727,988273,4,126 1 AVENUE,Club/Bar/Restaurant,EAST    7 STREET,03 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,1 AVENUE,Noise - Commercial,-73.98548529734045,70,Closed,204256,ST MARKS PLACE,N/A,N/A,2021-07-22T02:00:03.000,2021-07-22T02:02:33.000,N/A,N/A,N/A,N/A,N/A,N/A
51287847,Non-Chronic,N/A,2021-07-22T01:36:37.000,N/A,35,N/A,18183,Unspecified,45,N/A,N/A,Department of Homeless Services,40.58883969247004,988759,2,N/A,Subway,N/A,Unspecified BROOKLYN,DHS,BROOKLYN,BROOKLYN,N/A,Homeless Person Assistance,-73.98376557653664,21,Assigned,153807,N/A,D,Mezzanine,2021-07-22T01:38:50.000,N/A,ADDRESS,N/A,N/A,N/A,N/A,N/A
51279301,Sidewalk Violation,11217,2021-07-22T01:36:27.000,BROOKLYN,55,LAFAYETTE AVENUE,17619,Unspecified,48,DEKALB AVENUE,SOUTH OXFORD STREET,Department of Transportation,40.688846914780086,991471,2,22 SOUTH OXFORD STREET,Sidewalk,DEKALB AVENUE,02 BROOKLYN,DOT,BROOKLYN,BROOKLYN,SOUTH OXFORD STREET,Sidewalk Condition,-73.97396216560283,68,In Progress,190243,LAFAYETTE AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277396,Loud Music/Party,10466,2021-07-22T01:36:18.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51279264,Loud Music/Party,10466,2021-07-22T01:35:13.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51280271,Sidewalk Violation,11217,2021-07-22T01:34:44.000,BROOKLYN,55,LAFAYETTE AVENUE,17619,Unspecified,48,DEKALB AVENUE,SOUTH OXFORD STREET,Department of Transportation,40.688846914780086,991471,2,22 SOUTH OXFORD STREET,Sidewalk,DEKALB AVENUE,02 BROOKLYN,DOT,BROOKLYN,BROOKLYN,SOUTH OXFORD STREET,Sidewalk Condition,-73.97396216560283,68,In Progress,190243,LAFAYETTE AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51284858,Loud Music/Party,10029,2021-07-22T01:34:44.000,NEW YORK,14,EAST  100 STREET,12426,Unspecified,1,EAST   99 STREET,LEXINGTON AVENUE,New York City Police Department,40.788017594716045,998275,4,1555 LEXINGTON AVENUE,Residential Building/House,EAST   99 STREET,11 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,LEXINGTON AVENUE,Noise - Residential,-73.94935264049123,7,Closed,226377,EAST  100 STREET,N/A,N/A,2021-07-22T05:46:53.000,2021-07-22T01:46:50.000,N/A,N/A,N/A,N/A,N/A,N/A
51281225,Loud Music/Party,11377,2021-07-22T01:34:43.000,WOODSIDE,66,74 STREET,14787,Unspecified,34,72 PLACE,CALAMUS AVENUE,New York City Police Department,40.73453944362104,1014543,3,72-63 CALAMUS AVENUE,Residential Building/House,72 PLACE,02 QUEENS,NYPD,QUEENS,QUEENS,CALAMUS AVENUE,Noise - Residential,-73.89069309063231,53,In Progress,206908,74 STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282751,Loud Music/Party,11225,2021-07-22T01:34:35.000,BROOKLYN,44,NEW YORK AVENUE,13509,Unspecified,11,NOSTRAND AVENUE,STERLING STREET,New York City Police Department,40.663161704647315,998073,2,320 STERLING STREET,Street/Sidewalk,NOSTRAND AVENUE,09 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,STERLING STREET,Noise - Street/Sidewalk,-73.95017554238143,17,Closed,180888,NEW YORK AVENUE,N/A,N/A,2021-07-22T05:40:33.000,2021-07-22T01:40:30.000,N/A,N/A,N/A,N/A,N/A,N/A
51278765,Car/Truck Horn,11366,2021-07-22T01:34:28.000,FRESH MEADOWS,65,78 ROAD,14508,Unspecified,24,78 AVENUE,PARSONS BOULEVARD,New York City Police Department,40.72195913199264,1037000,3,78-15 PARSONS BOULEVARD,Street/Sidewalk,78 AVENUE,08 QUEENS,NYPD,QUEENS,QUEENS,PARSONS BOULEVARD,Noise - Vehicle,-73.80969682426189,25,Closed,202363,78 ROAD,N/A,N/A,2021-07-22T05:54:19.000,2021-07-22T01:54:15.000,N/A,N/A,N/A,N/A,N/A,N/A
51282155,Chemical Vapors/Gases/Odors,11217,2021-07-22T01:34:26.000,BROOKLYN,54,THELMA MARTIN WAY,17619,Unspecified,38,STATE STREET,3 AVENUE,Department of Health and Mental Hygiene,40.68580972753562,989690,2,30 3 AVENUE,Other (Explain Below),STATE STREET,02 BROOKLYN,DOHMH,BROOKLYN,BROOKLYN,3 AVENUE,Indoor Air Quality,-73.98038507594089,68,In Progress,189136,THELMA MARTIN WAY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286854,Loud Music/Party,10466,2021-07-22T01:34:09.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51283628,Loud Music/Party,11206,2021-07-22T01:33:54.000,BROOKLYN,51,MARCY AVENUE,17213,Unspecified,49,NOSTRAND AVENUE,MYRTLE AVENUE,New York City Police Department,40.69538759442028,998383,2,802 MYRTLE AVENUE,Street/Sidewalk,NOSTRAND AVENUE,03 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,MYRTLE AVENUE,Noise - Street/Sidewalk,-73.94903353695977,69,In Progress,192629,MARCY AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51278329,Loud Music/Party,10030,2021-07-22T01:33:43.000,NEW YORK,20,ADAM CLAYTON POWELL JR BOULEVARD,12427,Unspecified,36,BASIL A PATERSON WAY,WEST  135 STREET,New York City Police Department,40.8154211897398,999765,4,145 WEST  135 STREET,Street/Sidewalk,BASIL A PATERSON WAY,10 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,WEST  135 STREET,Noise - Street/Sidewalk,-73.94394885161793,18,In Progress,236362,ADAM CLAYTON POWELL JR BOULEVARD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282309,Loud Music/Party,10466,2021-07-22T01:33:05.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282721,Loud Music/Party,11368,2021-07-22T01:32:29.000,CORONA,68,ANTHONY CAMINITI WAY,14510,Unspecified,21,50 AVENUE,108 STREET,New York City Police Department,40.74443120148063,1024287,3,50-17 108 STREET,Store/Commercial,50 AVENUE,04 QUEENS,NYPD,QUEENS,QUEENS,108 STREET,Noise - Commercial,-73.85551212002694,66,Closed,210526,ANTHONY CAMINITI WAY,N/A,N/A,2021-07-22T05:48:37.000,2021-07-22T01:48:35.000,N/A,N/A,N/A,N/A,N/A,N/A
51287463,Non-Chronic,N/A,2021-07-22T01:32:25.000,N/A,34,N/A,10936,Unspecified,22,N/A,N/A,Department of Homeless Services,40.86697795751078,1013703,5,N/A,Subway,N/A,Unspecified BRONX,DHS,BRONX,BRONX,N/A,Homeless Person Assistance,-73.89351242755954,24,Closed,255159,N/A,D,Mezzanine,2021-07-22T01:42:37.000,2021-07-22T01:42:37.000,ADDRESS,N/A,N/A,N/A,N/A,N/A
51279561,Loud Talking,11225,2021-07-22T01:32:15.000,BROOKLYN,44,NEW YORK AVENUE,13509,Unspecified,11,NOSTRAND AVENUE,STERLING STREET,New York City Police Department,40.663161704647315,998073,2,320 STERLING STREET,Street/Sidewalk,NOSTRAND AVENUE,09 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,STERLING STREET,Noise - Street/Sidewalk,-73.95017554238143,17,Closed,180888,NEW YORK AVENUE,N/A,N/A,2021-07-22T05:38:22.000,2021-07-22T01:38:17.000,N/A,N/A,N/A,N/A,N/A,N/A
51278311,Loud Music/Party,10466,2021-07-22T01:32:00.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51284563,Loud Music/Party,10466,2021-07-22T01:30:56.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286817,Banging/Pounding,11358,2021-07-22T01:30:11.000,FLUSHING,67,161 STREET,14193,Unspecified,3,160 STREET,SANFORD AVENUE,New York City Police Department,40.76056834825744,1038094,3,160-10 SANFORD AVENUE,Residential Building/House,160 STREET,07 QUEENS,NYPD,QUEENS,QUEENS,SANFORD AVENUE,Noise - Residential,-73.80563745735569,22,In Progress,216432,161 STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51283605,Loud Music/Party,10466,2021-07-22T01:29:51.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51278341,Loud Talking,11385,2021-07-22T01:29:30.000,RIDGEWOOD,62,CENTRAL AVENUE,15310,Unspecified,34,70 AVENUE,66 STREET,New York City Police Department,40.703684248656785,1014943,3,70-29 66 STREET,Street/Sidewalk,70 AVENUE,05 QUEENS,NYPD,QUEENS,QUEENS,66 STREET,Noise - Street/Sidewalk,-73.88930102140645,54,In Progress,195667,CENTRAL AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51277031,Loud Music/Party,10460,2021-07-22T01:28:59.000,BRONX,31,WEST FARMS ROAD,11269,Unspecified,43,LONGFELLOW AVENUE,RODMAN PLACE,New York City Police Department,40.83870380248861,1017097,5,1290 RODMAN PLACE,Residential Building/House,LONGFELLOW AVENUE,06 BRONX,NYPD,BRONX,BRONX,RODMAN PLACE,Noise - Residential,-73.8812918569185,35,Closed,244862,WEST FARMS ROAD,N/A,N/A,2021-07-22T02:02:14.000,2021-07-22T02:02:23.000,N/A,N/A,N/A,N/A,N/A,N/A
51282074,Non-Chronic,N/A,2021-07-22T01:28:57.000,N/A,8,N/A,10355,Unspecified,51,N/A,N/A,Department of Homeless Services,40.75199081284663,990522,4,N/A,Subway,N/A,Unspecified MANHATTAN,DHS,MANHATTAN,MANHATTAN,N/A,Homeless Person Assistance,-73.9773626789589,11,Closed,213248,N/A,4,Platform,2021-07-22T01:54:54.000,N/A,ADDRESS,4 5 6 Downtown & Brooklyn,N/A,N/A,N/A,N/A
51285826,Loud Music/Party,11235,2021-07-22T01:28:57.000,BROOKLYN,35,BRIGHTON    4 STREET,13826,Unspecified,15,BRIGHTON    3 PLACE,OCEAN VIEW AVENUE,New York City Police Department,40.5791049876818,994152,2,324A OCEAN VIEW AVENUE,Residential Building/House,BRIGHTON    3 PLACE,13 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,OCEAN VIEW AVENUE,Noise - Residential,-73.96435355189033,21,In Progress,150262,BRIGHTON    4 STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51282746,Loud Music/Party,10457,2021-07-22T01:28:52.000,N/A,31,EAST  181 STREET,10935,Unspecified,22,BATHGATE AVENUE,N/A,New York City Police Department,40.85189107297974,1013487,5,BATHGATE AVENUE,Residential Building/House,BATHGATE AVENUE,06 BRONX,NYPD,BRONX,BRONX,BATHGATE AVENUE,Noise - Residential,-73.8943173543775,35,Closed,249662,EAST  181 STREET,N/A,N/A,2021-07-22T02:04:32.000,2021-07-22T02:04:41.000,N/A,N/A,N/A,N/A,N/A,N/A
51281323,Loud Music/Party,10466,2021-07-22T01:28:47.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51287207,Loud Music/Party,10032,2021-07-22T01:28:22.000,NEW YORK,21,FT WASHINGTON AVENUE,13090,Unspecified,39,BROADWAY,WEST  172 STREET,New York City Police Department,40.844189106060526,1000952,4,640 WEST  172 STREET,Street/Sidewalk,BROADWAY,12 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,WEST  172 STREET,Noise - Street/Sidewalk,-73.93963447368324,47,In Progress,246844,FT WASHINGTON AVENUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51283821,Loud Music/Party,10031,2021-07-22T01:27:46.000,NEW YORK,19,WEST  152 STREET,12428,Unspecified,36,WEST  151 STREET,ST NICHOLAS PLACE,New York City Police Department,40.82791414073471,1000324,4,22 ST NICHOLAS PLACE,Residential Building/House,WEST  151 STREET,09 MANHATTAN,NYPD,MANHATTAN,MANHATTAN,ST NICHOLAS PLACE,Noise - Residential,-73.94191844508924,37,Closed,240914,WEST  152 STREET,N/A,N/A,2021-07-22T05:58:34.000,2021-07-22T01:58:30.000,N/A,N/A,N/A,N/A,N/A,N/A
51281230,Loud Music/Party,10466,2021-07-22T01:27:44.000,BRONX,30,WHITE PLAINS ROAD LINE,11275,Unspecified,2,CARPENTER AVENUE,EAST  231 STREET,New York City Police Department,40.89238451539139,1023174,5,672 EAST  231 STREET,Residential Building/House,CARPENTER AVENUE,12 BRONX,NYPD,BRONX,BRONX,EAST  231 STREET,Noise - Residential,-73.8592161325675,29,In Progress,264429,WHITE PLAINS ROAD LINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51286676,Blocked Hydrant,11203,2021-07-22T01:27:32.000,BROOKLYN,44,TROY AVENUE,16866,Unspecified,17,ALBANY AVENUE,FENIMORE STREET,New York City Police Department,40.65952677085941,1001665,2,717 FENIMORE STREET,Street/Sidewalk,ALBANY AVENUE,09 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,FENIMORE STREET,Illegal Parking,-73.93723173866229,17,Closed,179566,TROY AVENUE,N/A,N/A,2021-07-22T05:56:42.000,2021-07-22T01:56:36.000,N/A,N/A,N/A,N/A,N/A,N/A
51286746,Chronic,10169,2021-07-22T01:27:25.000,NEW YORK,10,EAST 46 STREET,10356,Unspecified,51,EAST   45 STREET,PARK AVENUE,Department of Homeless Services,40.75450745921105,990913,4,230 PARK AVENUE,Street/Sidewalk,EAST 45 STREET,05 MANHATTAN,DHS,MANHATTAN,MANHATTAN,PARK AVENUE,Homeless Person Assistance,-73.97595054706579,11,Assigned,214165,EAST   46 STREET,N/A,N/A,2021-07-22T01:30:55.000,N/A,ADDRESS,N/A,N/A,N/A,N/A,N/A
51280687,Loud Talking,11217,2021-07-22T01:27:14.000,BROOKLYN,54,THELMA MARTIN WAY,17619,Unspecified,38,NEVINS STREET,ATLANTIC AVENUE,New York City Police Department,40.68552441381853,989453,2,510 ATLANTIC AVENUE,Street/Sidewalk,NEVINS STREET,02 BROOKLYN,NYPD,BROOKLYN,BROOKLYN,ATLANTIC AVENUE,Noise - Street/Sidewalk,-73.98123970346732,68,Closed,189032,THELMA MARTIN WAY,N/A,N/A,2021-07-22T05:47:47.000,2021-07-22T01:47:43.000,N/A,N/A,N/A,N/A,N/A,N/A
